id,title,origin,contest,year,label,hosts,url,mirror_urls,format,difficulty,difficulty_basis,difficulty_native,primary_tag,tags,free_tags,quality,canonical,constraints,editorial_url,added,verified
cco-1999-p4,Maple Roundup,cco,CCO 1999,1999,P4,dmoj,https://dmoj.ca/problem/cco99p4,,standard,6,estimated,DMOJ 10p,geometry.primitives.points,geometry.primitives.points,geometry|implementation|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-1999-p5,Sum Of Products,cco,CCO 1999,1999,P5,dmoj,https://dmoj.ca/problem/cco99p5,,standard,8,estimated,DMOJ 15p,adhoc.simulation.direct,adhoc.simulation.direct,implementation|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-1999-p6,Fast Food,cco,CCO 1999,1999,P6,dmoj,https://dmoj.ca/problem/cco99p6,,standard,8,estimated,DMOJ 15p,dp.basics.linear,dp.basics.linear,dynamic-programming|greedy-algorithms|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2000-p1,Subsets,cco,CCO 2000,2000,P1,dmoj,https://dmoj.ca/problem/cco00p1,,standard,6,estimated,DMOJ 10p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2000-p2,Ransom Note,cco,CCO 2000,2000,P2,dmoj,https://dmoj.ca/problem/cco00p2,,standard,8,estimated,DMOJ 12p,strings.matching.kmp,strings.matching.kmp,string-algorithms|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2000-p3,The Game Of 31,cco,CCO 2000,2000,P3,dmoj,https://dmoj.ca/problem/cco00p3,,standard,8,estimated,DMOJ 10p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2000-p4,Packet Routing,cco,CCO 2000,2000,P4,dmoj,https://dmoj.ca/problem/cco00p4,,standard,6,estimated,DMOJ 7p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2000-p5,Millikan's Oil Droplet Experiment,cco,CCO 2000,2000,P5,dmoj,https://dmoj.ca/problem/cco00p5,,standard,8,estimated,DMOJ 7p,adhoc.simulation.direct,adhoc.simulation.direct,ad-hoc|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2000-p6,Extension Cords,cco,CCO 2000,2000,P6,dmoj,https://dmoj.ca/problem/cco00p6,,standard,8,estimated,DMOJ 12p,dp.basics.linear,dp.basics.linear,brute-force|dynamic-programming|simple-math|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2001-p1,The Monkey Dance,cco,CCO 2001,2001,P1,dmoj,https://dmoj.ca/problem/cco01p1,,standard,6,estimated,DMOJ 10p,adhoc.simulation.direct,adhoc.simulation.direct,implementation|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-2001-p2,Coke or Chocolate Milk,cco,CCO 2001,2001,P2,dmoj,https://dmoj.ca/problem/cco01p2,,standard,8,estimated,DMOJ 12p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|implementation|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2001-p3,Partitions,cco,CCO 2001,2001,P3,dmoj,https://dmoj.ca/problem/cco01p3,,standard,8,estimated,DMOJ 12p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2001-p5,Fast Food,cco,CCO 2001,2001,P5,dmoj,https://dmoj.ca/problem/cco01p5,,standard,8,estimated,DMOJ 7p,adhoc.simulation.direct,adhoc.simulation.direct,implementation|simple-math|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2001-p6,Election Night,cco,CCO 2001,2001,P6,dmoj,https://dmoj.ca/problem/cco01p6,,standard,8,estimated,DMOJ 15p,adhoc.simulation.direct,adhoc.simulation.direct,implementation|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-2002-p1,Spam,cco,CCO 2002,2002,P1,dmoj,https://dmoj.ca/problem/cco02p1,,standard,6,estimated,DMOJ 12p,math.algebra.modular_arithmetic,math.algebra.modular_arithmetic,implementation|intermediate-math|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2002-p2,Game Show Math,cco,CCO 2002,2002,P2,dmoj,https://dmoj.ca/problem/cco02p2,,standard,8,estimated,DMOJ 12p,dp.basics.linear,dp.basics.linear,dynamic-programming|simple-math|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2002-p3,Return To Blind Man's Bluff,cco,CCO 2002,2002,P3,dmoj,https://dmoj.ca/problem/cco02p3,,standard,8,estimated,DMOJ 12p,search.exhaustive.backtracking,search.exhaustive.backtracking,implementation|interactive|recursion|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2002-p4,Duathlon,cco,CCO 2002,2002,P4,dmoj,https://dmoj.ca/problem/cco02p4,,standard,6,estimated,DMOJ 10p,adhoc.simulation.direct,adhoc.simulation.direct,implementation|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-2002-p5,Connect The Campus,cco,CCO 2002,2002,P5,dmoj,https://dmoj.ca/problem/cco02p5,,standard,8,estimated,DMOJ 12p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2002-p6,Pit Stop Strategy,cco,CCO 2002,2002,P6,dmoj,https://dmoj.ca/problem/cco02p6,,standard,8,estimated,DMOJ 12p,dp.basics.linear,dp.basics.linear,dynamic-programming|simple-math|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2003-p1,BFed,cco,CCO 2003,2003,P1,dmoj,https://dmoj.ca/problem/cco03p1,,standard,6,estimated,DMOJ 10p,adhoc.simulation.direct,adhoc.simulation.direct,implementation|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-2003-p2,Concentration Cards,cco,CCO 2003,2003,P2,dmoj,https://dmoj.ca/problem/cco03p2,,standard,8,estimated,DMOJ 15p,geometry.primitives.points,geometry.primitives.points,geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2003-p3,Cube,cco,CCO 2003,2003,P3,dmoj,https://dmoj.ca/problem/cco03p3,,standard,8,estimated,DMOJ 20p,graphs.traversal.dfs,graphs.traversal.dfs,ad-hoc|graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2003-p4,Constrained Permutations,cco,CCO 2003,2003,P4,dmoj,https://dmoj.ca/problem/cco03p4,,standard,6,estimated,DMOJ 5p,search.exhaustive.backtracking,search.exhaustive.backtracking,brute-force|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-2003-p5,Longest Substring,cco,CCO 2003,2003,P5,dmoj,https://dmoj.ca/problem/cco03p5,,standard,8,estimated,DMOJ 7p,adhoc.simulation.direct,adhoc.simulation.direct,implementation|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-2003-p6,Cheap Gas,cco,CCO 2003,2003,P6,dmoj,https://dmoj.ca/problem/cco03p6,,standard,8,estimated,DMOJ 20p,graphs.traversal.dfs,graphs.traversal.dfs,dynamic-programming|graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2004-p1,Scribble,cco,CCO 2004,2004,P1,dmoj,https://dmoj.ca/problem/cco04p1,,standard,6,estimated,DMOJ 5p,search.exhaustive.backtracking,search.exhaustive.backtracking,brute-force|implementation|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2004-p2,Hockey Scores,cco,CCO 2004,2004,P2,dmoj,https://dmoj.ca/problem/cco04p2,,standard,8,estimated,DMOJ 12p,greedy.exchange.sorting_order,greedy.exchange.sorting_order,greedy-algorithms|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2004-p3,S and K,cco,CCO 2004,2004,P3,dmoj,https://dmoj.ca/problem/cco04p3,,standard,8,estimated,DMOJ 15p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,ad-hoc|data-structures|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2004-p4,Return of Space Turtle,cco,CCO 2004,2004,P4,dmoj,https://dmoj.ca/problem/cco04p4,,standard,6,estimated,DMOJ 12p,geometry.primitives.points,geometry.primitives.points,brute-force|geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2004-p5,Jengaism,cco,CCO 2004,2004,P5,dmoj,https://dmoj.ca/problem/cco04p5,,standard,8,estimated,DMOJ 7p,adhoc.simulation.direct,adhoc.simulation.direct,ad-hoc|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2004-p6,Orko,cco,CCO 2004,2004,P6,dmoj,https://dmoj.ca/problem/cco04p6,,standard,8,estimated,DMOJ 15p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2005-p1,Number Matrix,cco,CCO 2005,2005,P1,dmoj,https://dmoj.ca/problem/cco05p1,,standard,6,estimated,DMOJ 10p,graphs.traversal.dfs,graphs.traversal.dfs,brute-force|graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2005-p2,The Great Spamway Strike,cco,CCO 2005,2005,P2,dmoj,https://dmoj.ca/problem/cco05p2,,standard,8,estimated,DMOJ 20p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2005-p3,That's News To Me,cco,CCO 2005,2005,P3,dmoj,https://dmoj.ca/problem/cco05p3,,standard,8,estimated,DMOJ 20p,adhoc.constructive.interactive,adhoc.constructive.interactive,ad-hoc|implementation|interactive|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2005-p4,Primed Sequences,cco,CCO 2005,2005,P4,dmoj,https://dmoj.ca/problem/cco05p4,,standard,6,estimated,DMOJ 12p,adhoc.simulation.direct,adhoc.simulation.direct,ad-hoc|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2005-p5,Segments,cco,CCO 2005,2005,P5,dmoj,https://dmoj.ca/problem/cco05p5,,standard,8,estimated,DMOJ 10p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2005-p6,Windows,cco,CCO 2005,2005,P6,dmoj,https://dmoj.ca/problem/cco05p6,,standard,8,estimated,DMOJ 30p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,data-structures|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2006-p1,CN Tower,cco,CCO 2006,2006,P1,dmoj,https://dmoj.ca/problem/cco06p1,,standard,6,estimated,DMOJ 5p,adhoc.simulation.direct,adhoc.simulation.direct,implementation|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-2006-p2,R & J,cco,CCO 2006,2006,P2,dmoj,https://dmoj.ca/problem/cco06p2,,standard,8,estimated,DMOJ 10p,geometry.primitives.points,geometry.primitives.points,geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2006-p3,Codec,cco,CCO 2006,2006,P3,dmoj,https://dmoj.ca/problem/cco06p3,,standard,8,estimated,DMOJ 25p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,ad-hoc|data-structures|string-algorithms|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2006-p4,CN Tower 2,cco,CCO 2006,2006,P4,dmoj,https://dmoj.ca/problem/cco06p4,,standard,6,estimated,DMOJ 30p,adhoc.simulation.direct,adhoc.simulation.direct,ad-hoc|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2006-p5,Domino,cco,CCO 2006,2006,P5,dmoj,https://dmoj.ca/problem/cco06p5,,standard,8,estimated,DMOJ 30p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2006-p6,Paint by Numbers,cco,CCO 2006,2006,P6,dmoj,https://dmoj.ca/problem/cco06p6,,standard,8,estimated,DMOJ 40p,adhoc.simulation.direct,adhoc.simulation.direct,ad-hoc|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2007-p1,Cows,cco,CCO 2007,2007,P1,dmoj,https://dmoj.ca/problem/cco07p1,,standard,6,estimated,DMOJ 10p,geometry.primitives.points,geometry.primitives.points,geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2007-p2,Snowflakes,cco,CCO 2007,2007,P2,dmoj,https://dmoj.ca/problem/cco07p2,,standard,8,estimated,DMOJ 10p,adhoc.simulation.direct,adhoc.simulation.direct,implementation|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-2007-p3,Bowling for Numbers++,cco,CCO 2007,2007,P3,dmoj,https://dmoj.ca/problem/cco07p3,,standard,8,estimated,DMOJ 20p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2007-p4,Gerrymandering,cco,CCO 2007,2007,P4,dmoj,https://dmoj.ca/problem/cco07p4,,standard,6,estimated,DMOJ 20p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2007-p5,Particle Catcher,cco,CCO 2007,2007,P5,dmoj,https://dmoj.ca/problem/cco07p5,,standard,8,estimated,DMOJ 30p,adhoc.simulation.direct,adhoc.simulation.direct,ad-hoc|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2007-p6,Road Construction,cco,CCO 2007,2007,P6,dmoj,https://dmoj.ca/problem/cco07p6,,standard,8,estimated,DMOJ 20p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2008-p1,Moving Day,cco,CCO 2008,2008,P1,dmoj,https://dmoj.ca/problem/cco08p1,,standard,6,estimated,DMOJ 7p,greedy.exchange.sorting_order,greedy.exchange.sorting_order,greedy-algorithms|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2008-p2,King & Weber,cco,CCO 2008,2008,P2,dmoj,https://dmoj.ca/problem/cco08p2,,standard,8,estimated,DMOJ 10p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2008-p3,Mobile,cco,CCO 2008,2008,P3,dmoj,https://dmoj.ca/problem/cco08p3,,standard,8,estimated,DMOJ 17p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2008-p4,Herding,cco,CCO 2008,2008,P4,dmoj,https://dmoj.ca/problem/cco08p4,,standard,6,estimated,DMOJ 10p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2008-p5,Candy,cco,CCO 2008,2008,P5,dmoj,https://dmoj.ca/problem/cco08p5,,standard,8,estimated,DMOJ 7p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2008-p6,Landing,cco,CCO 2008,2008,P6,dmoj,https://dmoj.ca/problem/cco08p6,,standard,8,estimated,DMOJ 45p,geometry.primitives.points,geometry.primitives.points,geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2009-p1,Invasion of the Boxes,cco,CCO 2009,2009,P1,dmoj,https://dmoj.ca/problem/cco09p1,,standard,6,estimated,DMOJ 20p,geometry.primitives.points,geometry.primitives.points,geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2009-p2,Dinner,cco,CCO 2009,2009,P2,dmoj,https://dmoj.ca/problem/cco09p2,,standard,8,estimated,DMOJ 20p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2009-p3,Beware the Geoducks,cco,CCO 2009,2009,P3,dmoj,https://dmoj.ca/problem/cco09p3,,standard,8,estimated,DMOJ 10p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2009-p4,Bottle Caps,cco,CCO 2009,2009,P4,dmoj,https://dmoj.ca/problem/cco09p4,,standard,6,estimated,DMOJ 20p,search.binary_search.on_answer,search.binary_search.on_answer,divide-and-conquer|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2009-p5,Parade,cco,CCO 2009,2009,P5,dmoj,https://dmoj.ca/problem/cco09p5,,standard,8,estimated,DMOJ 17p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,data-structures|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2009-p6,A Weighty Problem,cco,CCO 2009,2009,P6,dmoj,https://dmoj.ca/problem/cco09p6,,standard,8,estimated,DMOJ 12p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2010-p1,Barking Dogs!,cco,CCO 2010,2010,P1,dmoj,https://dmoj.ca/problem/cco10p1,,standard,6,estimated,DMOJ 10p,adhoc.simulation.direct,adhoc.simulation.direct,simulation|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-2010-p2,Tree Pruning,cco,CCO 2010,2010,P2,dmoj,https://dmoj.ca/problem/cco10p2,,standard,8,estimated,DMOJ 15p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2010-p3,Wowow,cco,CCO 2010,2010,P3,dmoj,https://dmoj.ca/problem/cco10p3,,standard,8,estimated,DMOJ 15p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,data-structures|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2010-p4,Computer Purchase Return,cco,CCO 2010,2010,P4,dmoj,https://dmoj.ca/problem/cco10p4,,standard,6,estimated,DMOJ 10p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2010-p5,Space Miner,cco,CCO 2010,2010,P5,dmoj,https://dmoj.ca/problem/cco10p5,,standard,8,estimated,DMOJ 15p,geometry.primitives.points,geometry.primitives.points,geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2010-p6,Shuffle,cco,CCO 2010,2010,P6,dmoj,https://dmoj.ca/problem/cco10p6,,standard,8,estimated,DMOJ 10p,adhoc.simulation.direct,adhoc.simulation.direct,implementation|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-2011-p1,Putnam,cco,CCO 2011,2011,P1,dmoj,https://dmoj.ca/problem/cco11p1,,standard,6,estimated,DMOJ 7p,adhoc.simulation.direct,adhoc.simulation.direct,simple-math|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2011-p2,Vampire Tunnels,cco,CCO 2011,2011,P2,dmoj,https://dmoj.ca/problem/cco11p2,,standard,8,estimated,DMOJ 15p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2011-p3,Spies Like Us,cco,CCO 2011,2011,P3,dmoj,https://dmoj.ca/problem/cco11p3,,standard,8,estimated,DMOJ 10p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2011-p4,Reorganization,cco,CCO 2011,2011,P4,dmoj,https://dmoj.ca/problem/cco11p4,,standard,6,estimated,DMOJ 7p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,data-structures|greedy-algorithms|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2011-p5,Fixing Disks,cco,CCO 2011,2011,P5,dmoj,https://dmoj.ca/problem/cco11p5,,standard,8,estimated,DMOJ 40p,adhoc.simulation.direct,adhoc.simulation.direct,ad-hoc|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2011-p6,Biggest (Zero Carbon) Footprint,cco,CCO 2011,2011,P6,dmoj,https://dmoj.ca/problem/cco11p6,,standard,8,estimated,DMOJ 15p,greedy.exchange.sorting_order,greedy.exchange.sorting_order,greedy-algorithms|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2012-p1,Choose Your Own Arithmetic,cco,CCO 2012,2012,P1,dmoj,https://dmoj.ca/problem/cco12p1,,standard,6,estimated,DMOJ 7p,search.exhaustive.backtracking,search.exhaustive.backtracking,brute-force|via-dmoj-types,,,,,2026-09-19,2026-09-19
cco-2012-p2,The Hungary Games,cco,CCO 2012,2012,P2,dmoj,https://dmoj.ca/problem/cco12p2,,standard,8,estimated,DMOJ 15p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2012-p3,Mhocskian Languages,cco,CCO 2012,2012,P3,dmoj,https://dmoj.ca/problem/cco12p3,,standard,8,estimated,DMOJ 20p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2012-p4,Editor Distance,cco,CCO 2012,2012,P4,dmoj,https://dmoj.ca/problem/cco12p4,,standard,6,estimated,DMOJ 10p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2012-p5,Sample Size,cco,CCO 2012,2012,P5,dmoj,https://dmoj.ca/problem/cco12p5,,standard,8,estimated,DMOJ 7p,adhoc.simulation.direct,adhoc.simulation.direct,simple-math|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2012-p6,The Winds Of War,cco,CCO 2012,2012,P6,dmoj,https://dmoj.ca/problem/cco12p6,,standard,8,estimated,DMOJ 12p,geometry.primitives.points,geometry.primitives.points,geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2013-p1,All Your Base Belong to Palindromes,cco,CCO 2013,2013,P1,dmoj,https://dmoj.ca/problem/cco13p1,,standard,6,estimated,DMOJ 10p,math.algebra.modular_arithmetic,math.algebra.modular_arithmetic,intermediate-math|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2013-p2,Tourney,cco,CCO 2013,2013,P2,dmoj,https://dmoj.ca/problem/cco13p2,,standard,8,estimated,DMOJ 12p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,data-structures|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2013-p3,LHC,cco,CCO 2013,2013,P3,dmoj,https://dmoj.ca/problem/cco13p3,,standard,8,estimated,DMOJ 12p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2013-p4,A Romantic Movie Outing,cco,CCO 2013,2013,P4,dmoj,https://dmoj.ca/problem/cco13p4,,standard,6,estimated,DMOJ 20p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,data-structures|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2013-p5,Transforming Comets,cco,CCO 2013,2013,P5,dmoj,https://dmoj.ca/problem/cco13p5,,standard,8,estimated,DMOJ 15p,geometry.primitives.points,geometry.primitives.points,advanced-math|geometry|string-algorithms|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2013-p6,Repetitivity,cco,CCO 2013,2013,P6,dmoj,https://dmoj.ca/problem/cco13p6,,standard,8,estimated,DMOJ 25p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2014-p1,Troyangles,cco,CCO 2014,2014,P1,dmoj,https://dmoj.ca/problem/cco14p1,,standard,6,estimated,DMOJ 10p,dp.basics.linear,dp.basics.linear,dynamic-programming|geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2014-p2,King Gruff,cco,CCO 2014,2014,P2,dmoj,https://dmoj.ca/problem/cco14p2,,standard,8,estimated,DMOJ 15p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2014-p3,Werewolf,cco,CCO 2014,2014,P3,dmoj,https://dmoj.ca/problem/cco14p3,,standard,8,estimated,DMOJ 17p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2014-p4,Where's That Fuel?,cco,CCO 2014,2014,P4,dmoj,https://dmoj.ca/problem/cco14p4,,standard,6,estimated,DMOJ 7p,greedy.exchange.sorting_order,greedy.exchange.sorting_order,greedy-algorithms|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2014-p5,Early Exam Evacuation,cco,CCO 2014,2014,P5,dmoj,https://dmoj.ca/problem/cco14p5,,standard,8,estimated,DMOJ 20p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,ad-hoc|data-structures|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2014-p6,Gates,cco,CCO 2014,2014,P6,dmoj,https://dmoj.ca/problem/cco14p6,,standard,8,estimated,DMOJ 40p,graphs.traversal.dfs,graphs.traversal.dfs,ad-hoc|graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2015-p1,Hungry Fox,cco,CCO 2015,2015,P1,dmoj,https://dmoj.ca/problem/cco15p1,,standard,6,estimated,DMOJ 15p,greedy.exchange.sorting_order,greedy.exchange.sorting_order,greedy-algorithms|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2015-p2,Artskjid,cco,CCO 2015,2015,P2,dmoj,https://dmoj.ca/problem/cco15p2,,standard,8,estimated,DMOJ 15p,graphs.traversal.dfs,graphs.traversal.dfs,dynamic-programming|graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2015-p3,Solar Flight,cco,CCO 2015,2015,P3,dmoj,https://dmoj.ca/problem/cco15p3,,standard,8,estimated,DMOJ 20p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,data-structures|geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2015-p4,Cars on Ice,cco,CCO 2015,2015,P4,dmoj,https://dmoj.ca/problem/cco15p4,,standard,6,estimated,DMOJ 10p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2015-p5,Timpanist,cco,CCO 2015,2015,P5,dmoj,https://dmoj.ca/problem/cco15p5,,standard,8,estimated,DMOJ 20p,dp.basics.linear,dp.basics.linear,dynamic-programming|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2015-p6,Eggscavation,cco,CCO 2015,2015,P6,dmoj,https://dmoj.ca/problem/cco15p6,,standard,8,estimated,DMOJ 30p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,data-structures|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2016-p1,Field Trip,cco,CCO 2016,2016,P1,dmoj,https://dmoj.ca/problem/cco16p1,,standard,6,estimated,DMOJ 10p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2016-p2,Splitting Hares,cco,CCO 2016,2016,P2,dmoj,https://dmoj.ca/problem/cco16p2,,standard,8,estimated,DMOJ 15p,geometry.primitives.points,geometry.primitives.points,geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2016-p3,Legends,cco,CCO 2016,2016,P3,dmoj,https://dmoj.ca/problem/cco16p3,,standard,8,estimated,DMOJ 30p,graphs.traversal.dfs,graphs.traversal.dfs,graph-theory|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2016-p4,O Canada,cco,CCO 2016,2016,P4,dmoj,https://dmoj.ca/problem/cco16p4,,standard,6,estimated,DMOJ 10p,adhoc.simulation.direct,adhoc.simulation.direct,ad-hoc|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2016-p5,Zombie Apocalypse,cco,CCO 2016,2016,P5,dmoj,https://dmoj.ca/problem/cco16p5,,standard,8,estimated,DMOJ 15p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,data-structures|geometry|via-dmoj-category,,,,,2026-09-19,2026-09-19
cco-2016-p6,Pirates,cco,CCO 2016,2016,P6,dmoj,https://dmoj.ca/problem/cco16p6,,standard,8,estimated,DMOJ 25p,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,data-structures|via-dmoj-category,,,,,2026-09-19,2026-09-19
